sample,0,1,2,3,4,5,6,7,8,9
SAMPLE 1461,-0.31932712,0.20708145,-0.2346178,-0.1808521,-0.10618395,-0.06739532,0.3684737,-0.116010904,1.2936444,-0.12197612
SAMPLE 1462,-0.34402758,0.26893023,-0.26331133,-0.74312717,-0.48427758,-0.33135688,0.41603604,-0.0697948,1.2370945,-0.03128631
SAMPLE 1463,-0.30928397,0.24289843,-0.22755605,-0.4184405,-0.14436525,-0.21753275,0.37336296,-0.13015005,1.3694272,-0.1045436
SAMPLE 1464,-0.3483865,0.19114394,-0.20524742,-0.6484776,-0.5962193,-0.37307966,0.06146293,-0.09196837,1.3002148,0.038108505
SAMPLE 1465,-0.33734462,0.18900082,-0.08305895,-0.6860174,-0.734269,-0.30695608,-0.09502798,-0.110533714,1.2563491,0.06776433
SAMPLE 1466,-0.3592276,0.1677451,-0.16487196,-0.6624174,-0.84888643,-0.28189483,0.06532136,-0.11656234,1.2330817,0.08898371
SAMPLE 1467,-0.32248458,0.1645062,-0.29753897,-0.5035511,-0.73204297,-0.46556282,0.13645637,-0.056295007,1.3281782,-0.051386323
SAMPLE 1468,-0.33169666,0.18028165,-0.09225134,-0.69362944,-0.7542669,-0.31979296,-0.09496188,-0.10943035,1.2720896,0.14890356
SAMPLE 1469,-0.3177238,0.23349,-0.18622963,-0.6236758,-0.64708817,-0.35671186,0.018216731,-0.120706394,1.2852511,0.040887352
SAMPLE 1470,-0.2967397,0.24936655,-0.15787391,-0.70932704,-0.7548695,-0.35048854,0.10250219,-0.13861427,1.2099121,0.006941952
SAMPLE 1471,-0.30069587,0.2692423,-0.09961051,-0.7170336,-0.76592314,-0.35079336,0.08996635,-0.13825142,1.2426561,0.0427758
SAMPLE 1472,-0.28880295,0.2490116,-0.2277411,-0.6758996,-0.7275293,-0.2696255,0.10705205,-0.12343381,1.1976821,-0.038378805
SAMPLE 1473,-0.3210022,0.17593066,-0.11929134,-0.7091437,-0.72976965,-0.35295206,-0.09682553,-0.12843347,1.2455107,0.09396285
SAMPLE 1474,-0.28671628,0.21399044,-0.25616318,-0.76951593,-0.63137674,-0.3635285,-0.006583772,-0.12800643,1.2249557,-0.019427411
SAMPLE 1475,-0.31729385,0.18123856,-0.058316395,-0.6420695,-0.73826766,-0.33501032,-0.08918224,-0.13521728,1.2652661,0.13374761
SAMPLE 1476,-0.35010698,0.22794248,-0.19733916,-0.585183,-0.65226024,-0.34927717,0.09031024,-0.062457096,1.3355402,0.058907226
SAMPLE 1477,-0.3115173,0.18853503,-0.1277824,-0.7290993,-0.7252125,-0.33101252,-0.13954923,-0.13431488,1.2624688,0.04042595
SAMPLE 1478,-0.3096233,0.27689156,-0.12752804,-0.7368838,-0.77217615,-0.33640373,0.11959851,-0.12679286,1.2600689,-0.013327453
SAMPLE 1479,-0.25208968,0.23035342,-0.19518578,-0.7135555,-0.69152176,-0.2964186,0.05935925,-0.17328122,1.1928732,-0.008980112
SAMPLE 1480,-0.35204697,0.1627363,-0.22971965,-0.64549595,-0.6712527,-0.2701164,-0.154517,-0.122802466,1.1945515,0.052290555
SAMPLE 1481,-0.2948621,0.20743436,-0.25429213,-0.7199724,-0.7399897,-0.3339541,0.10034091,-0.09769119,1.2255486,-0.013152773
SAMPLE 1482,-0.333641,0.211839,-0.19254717,-0.6913283,-0.7861828,-0.28816524,-0.074275546,-0.1209567,1.1995525,0.04310689
SAMPLE 1483,-0.3106587,0.25514656,-0.15713416,-0.7142516,-0.8372877,-0.31655115,0.114531435,-0.14305148,1.2494223,-0.026563386
SAMPLE 1484,-0.2950385,0.242518,-0.21096955,-0.75433177,-0.7385333,-0.32119238,0.08893951,-0.12642775,1.1946265,-0.0014502585
SAMPLE 1485,-0.3037331,0.2550852,-0.13664745,-0.7282459,-0.80542105,-0.2847895,0.1619133,-0.106615975,1.2038999,0.0011278435
SAMPLE 1486,-0.31571394,0.25918373,-0.1423437,-0.72252625,-0.7534722,-0.31060174,0.11539142,-0.11415473,1.2519151,0.012679433
SAMPLE 1487,-0.30812055,0.2444325,-0.13459162,-0.6648365,-0.75981045,-0.36643022,0.12748346,-0.116419636,1.3015759,-0.0066826316
SAMPLE 1488,-0.27943873,0.24624059,-0.12581098,-0.7152445,-0.707553,-0.33810747,0.07622849,-0.1510071,1.26682,0.0503851
SAMPLE 1489,-0.4043571,0.60800135,0.2947885,-0.2548769,-1.0745838,-0.82022905,-0.24481581,-0.004249068,1.4798533,0.46331993
SAMPLE 1490,-0.37436622,0.6369224,0.18539892,0.25666493,-1.1857123,-0.78289986,-0.05904526,-0.03384132,1.2616636,0.44107848
SAMPLE 1491,-0.28030217,0.23910876,-0.4543475,-0.29603466,-1.0607115,-0.3706985,0.3461788,-0.124278225,1.1068937,-0.1755608
SAMPLE 1492,-0.44011718,0.13158378,0.3022089,-0.22120862,-0.87604845,0.63662165,0.13918829,-0.2530247,0.7921447,-0.13540567
SAMPLE 1493,-0.42030963,0.04702072,0.22875908,-0.15504798,-0.9297545,0.42382535,0.12640566,-0.18964708,0.86686933,-0.14047326
SAMPLE 1494,-0.47300687,0.11678669,0.32265425,-0.10193048,-0.895807,0.7515836,0.10176986,-0.21478999,0.7288266,-0.14653373
SAMPLE 1495,-0.40249997,0.093090296,0.18008998,-0.0142300315,-0.94400173,0.4755549,0.16783226,-0.22669943,0.7876407,-0.090893984
SAMPLE 1496,-0.4787359,0.06791941,0.42154536,-0.23739445,-0.9493214,0.73466283,0.04360486,-0.2314553,0.7767034,-0.13021241
SAMPLE 1497,-0.48492855,0.009984368,0.38724932,-0.09398269,-0.9395609,0.68176126,0.081979476,-0.19982034,0.7205382,-0.08823656
SAMPLE 1498,-0.4744753,0.0108496705,0.3412365,-0.2695805,-0.88897115,0.6671161,0.096886255,-0.18947127,0.77788174,-0.17147928
SAMPLE 1499,-0.39434636,0.05323773,0.2924383,0.07548124,-0.83819157,0.7319809,0.012072003,-0.16533564,0.534178,-0.117073804
SAMPLE 1500,-0.44466633,0.06705886,0.29894006,-0.19611159,-0.9178792,0.6057446,0.06439447,-0.2357594,0.7398033,-0.10307783
SAMPLE 1501,-0.4194048,0.033398613,0.3145803,-0.05729322,-0.8391563,0.6964284,0.037551448,-0.19859213,0.6156976,-0.16934027
SAMPLE 1502,-0.44552734,0.006773029,0.26492,0.03472349,-0.8078997,0.6830607,0.054326884,-0.17622447,0.5516149,-0.076331995
SAMPLE 1503,-0.378781,0.047636993,0.16364907,0.0100495815,-0.6773294,0.56447977,0.11429508,-0.16135651,0.39776084,-0.14385952
SAMPLE 1504,-0.48389116,0.037355732,0.34425408,-0.09652498,-0.91717523,0.7387217,0.06050974,-0.19169356,0.7004763,-0.13983883
SAMPLE 1505,-0.41133508,0.018059881,0.28514042,-0.08705669,-0.8226033,0.6702149,0.09746606,-0.22843836,0.6815372,-0.15872402
SAMPLE 1506,-0.43052372,0.08500267,0.2789979,0.011071171,-0.84996563,0.62364715,0.109807305,-0.18883164,0.6019271,-0.12126224
SAMPLE 1507,-0.4919168,0.028770832,0.40845007,-0.231377,-0.9500728,0.65333706,0.10714443,-0.2251226,0.843745,-0.10600207
SAMPLE 1508,-0.43262914,0.035465747,0.27845246,-0.29010558,-0.71165323,0.7140769,0.052304257,-0.23075473,0.56377757,-0.22398967
SAMPLE 1509,-0.42825013,-0.019444034,0.36593723,-0.24361642,-0.7987365,0.7107523,0.046069182,-0.2219214,0.6698869,-0.2210244
SAMPLE 1510,-0.48702726,-0.039987184,0.45363873,-0.23962514,-0.92882425,0.61735594,0.10080832,-0.17010579,0.7128069,-0.15094815
SAMPLE 1511,-0.4871592,-0.008872374,0.38657027,-0.26491544,-0.87221974,0.6657964,0.06334239,-0.17448871,0.6682294,-0.16320851
SAMPLE 1512,-0.26382753,0.44747052,0.38030633,-0.7426832,-0.4522126,0.3461539,0.32028827,-0.2602288,1.0202566,0.16105686
SAMPLE 1513,0.09251796,0.40439564,-0.4267433,0.47230917,-0.41461638,-0.21563224,-0.011538976,-0.4412414,0.92264307,-0.26043233
SAMPLE 1514,-0.2659078,0.36195365,-0.27200714,-0.67903817,-0.8585463,0.00030651237,0.24674618,-0.21077827,1.0176169,-0.04265298
SAMPLE 1515,-0.25205374,0.18327604,-0.5320558,0.36514917,-0.71259177,-0.6824255,0.17137448,-0.18789026,0.9213201,0.11346018
SAMPLE 1516,-0.32178384,0.07383618,0.18854761,-0.04060683,-0.72678584,0.4822741,0.11915393,-0.18787876,0.45996603,-0.12276988
SAMPLE 1517,-0.3841839,0.05192568,0.25133818,-0.2154441,-0.7361944,0.59252334,0.111581214,-0.22303289,0.6135413,-0.1486865
SAMPLE 1518,-0.3796645,0.03839911,0.1805858,-0.034845103,-0.73927927,0.6105411,0.11792641,-0.17404361,0.39709795,-0.17056465
SAMPLE 1519,-0.3985907,0.049344122,0.2649465,-0.0738238,-0.7118095,0.68897796,0.064110756,-0.19463246,0.44541228,-0.15133336
SAMPLE 1520,-0.33449942,0.07909227,0.15150794,-0.030061517,-0.6850468,0.54319495,0.10805497,-0.19293176,0.48846525,-0.106431745
SAMPLE 1521,-0.46359402,0.0060032294,0.41823694,-0.3206459,-0.8959846,0.6487754,0.08085294,-0.24512094,0.76350176,-0.14316173
SAMPLE 1522,-0.45435774,-0.047084842,0.55956554,-0.31444818,-1.0402343,0.43094546,0.096721746,-0.14147922,0.8763203,-0.13093127
SAMPLE 1523,0.09079942,0.8764916,0.15122776,-0.12759082,-0.070560254,0.37875134,0.57515,-0.45931563,1.2334394,0.5631364
SAMPLE 1524,-0.28341767,0.2937491,-0.25015676,-0.7132252,-0.7142334,-0.1653619,-0.057576325,-0.18854219,1.0639504,0.045951687
SAMPLE 1525,0.18590452,0.91832346,0.06494843,0.07857175,0.012865157,-0.2740278,0.2711898,-0.50871795,1.3305396,0.78488576
SAMPLE 1526,-0.12996125,0.7752483,0.4901088,0.15949786,-1.2345914,-0.118011646,0.74790716,-0.45553893,1.1142647,-0.01747637
SAMPLE 1527,-0.3725962,0.2150691,-0.0408953,-1.0020101,-0.70892835,-0.08070403,0.23742175,-0.06376112,1.22037,-0.06697355
SAMPLE 1528,-0.41273957,0.12827763,-0.03860163,-0.91512674,-0.54959786,-0.19367675,0.3153287,0.0035813034,1.3631272,-0.12766255
SAMPLE 1529,-0.3712863,0.18185689,-0.1753649,-1.0052227,-0.5810253,-0.20167363,0.23605812,-0.038917374,1.1550329,-0.08420411
SAMPLE 1530,-0.38035023,0.17486548,-0.063330434,-1.0485458,-0.61109656,-0.1324097,0.25245953,-0.031034224,1.1899577,-0.118866846
SAMPLE 1531,-0.41761836,0.114831485,-0.1486337,-0.98014873,-0.5685067,-0.22751248,0.22544862,-0.0075550587,1.291452,-0.072142065
SAMPLE 1532,-0.37191758,0.19283167,-0.040432993,-0.9797739,-0.5191267,-0.12118578,0.22339383,-0.043501303,1.22202,-0.09010204
SAMPLE 1533,-0.40289006,0.108111955,-0.059427228,-0.9802581,-0.53274614,-0.0761996,0.28528705,-0.028607711,1.2949356,-0.06746063
SAMPLE 1534,-0.33822152,0.28364915,0.0016564969,-0.40799677,-0.71696156,-0.047483686,0.53707665,-0.11967933,1.3668394,-0.14564018
SAMPLE 1535,-0.325278,0.23504053,-0.12442676,-0.90418285,-0.49543115,-0.27583557,0.24779958,-0.122194454,1.2910577,-0.032488406
SAMPLE 1536,-0.34225258,0.24929793,-0.23966336,-0.21461266,-0.13267604,-0.09703213,0.50210536,-0.14409623,1.4067708,-0.15204419
SAMPLE 1537,-0.36005387,0.23744188,-0.18808864,-0.07236074,-0.03588714,-0.11893577,0.4298917,-0.120857,1.401233,-0.07945315
SAMPLE 1538,-0.33178437,0.26442745,-0.27249435,-0.8384104,-0.53809994,-0.24326721,0.3157092,-0.08161372,1.1376387,-0.009962607
SAMPLE 1539,-0.30165097,0.27837992,-0.32915312,-0.8295901,-0.4015446,-0.28445724,0.35920966,-0.08125265,1.1575831,-0.0865522
SAMPLE 1540,-0.2974537,0.33910176,-0.16407509,-0.92713195,-0.2593812,-0.1930201,0.26362008,-0.15491363,1.1909046,-0.061514013
SAMPLE 1541,-0.40190867,0.21759506,-0.21306925,-0.31272432,-0.12945515,-0.074949495,0.5042277,-0.12711705,1.4620636,-0.14741042
SAMPLE 1542,-0.31277192,0.28934723,-0.34489635,-0.7742182,-0.38728613,-0.3321404,0.34825453,-0.08348013,1.1807464,-0.07835496
SAMPLE 1543,-0.33675194,0.29318404,-0.030327324,-0.85082686,-0.35944307,-0.3412135,0.44303373,-0.099285625,1.4218109,-0.07286902
SAMPLE 1544,-0.31719616,0.26396066,-0.22010796,-0.33876008,-0.18348265,-0.15671757,0.3672185,-0.1462376,1.3679502,-0.12989412
SAMPLE 1545,-0.26343796,0.32985827,-0.20969918,-0.4890688,-0.23509492,-0.15000525,0.37565163,-0.1988412,1.2796136,-0.08114729
SAMPLE 1546,-0.37513924,0.23285875,-0.2533922,-0.2645261,-0.1508367,-0.1502246,0.5177603,-0.100310646,1.4424782,-0.09537425
SAMPLE 1547,-0.26459458,0.3068254,-0.04955954,-0.12529296,-0.2188151,-0.26000318,0.037911873,-0.202595,1.3024431,-0.24608603
SAMPLE 1548,-0.33690333,0.26400134,-0.22868276,-0.24192663,-0.12624745,-0.17985123,0.40872073,-0.11669134,1.3501554,-0.16125526
SAMPLE 1549,-0.33235854,0.2338992,-0.06742272,-0.93798834,-0.39099315,-0.20067307,0.29290137,-0.11065192,1.3477128,-0.039585967
SAMPLE 1550,-0.29725087,0.26355255,-0.24486105,-0.42023727,-0.15985662,-0.13762937,0.39648092,-0.17244624,1.2980068,-0.13756533
SAMPLE 1551,-0.19621953,0.3943258,0.22794431,-0.34401694,-0.4093625,-0.3212877,0.15672389,-0.2424514,1.5744334,-0.031366657
SAMPLE 1552,-0.3190664,0.25247297,-0.17437279,-0.6973925,-0.8232894,-0.34279102,0.10537117,-0.1194592,1.3017967,0.0011913117
SAMPLE 1553,-0.3837397,0.11279268,0.14996329,-0.11300116,-0.7122989,0.6054351,0.10297195,-0.20580165,0.47376204,-0.124359116
SAMPLE 1554,-0.44353014,0.037112296,0.5220684,-0.3625206,-1.0014243,0.40633723,0.10468169,-0.17814095,0.96011573,-0.050781853
SAMPLE 1555,-0.4581013,-0.040120907,0.56639165,-0.33874223,-1.0927447,0.4022054,0.052512705,-0.16330998,0.9558553,-0.03936802
SAMPLE 1556,-0.48460677,-0.031495497,0.59006375,-0.4945799,-1.0953478,0.40429094,0.13213982,-0.12189938,1.0449001,-0.020349821
SAMPLE 1557,-0.5128296,-0.054141212,0.583618,-0.38826132,-1.0266911,0.41642073,0.19467352,-0.11996874,1.0273913,-0.047916636
SAMPLE 1558,-0.459848,-0.055011798,0.605298,-0.44751266,-1.0653093,0.4173574,0.0590241,-0.15744737,0.9895365,-0.13145949
SAMPLE 1559,-0.51166403,-0.07775384,0.64608854,-0.23755392,-1.1547257,0.406039,0.13085793,-0.10045143,1.0261986,-0.010058973
SAMPLE 1560,-0.47714803,-0.115046255,0.6665861,-0.29305792,-1.0834063,0.40464824,0.067221105,-0.12234586,1.0279098,-0.0050726123
SAMPLE 1561,-0.46519074,-0.055377036,0.5848168,-0.31722432,-1.0859905,0.41177607,0.09180734,-0.1458632,0.9489587,-0.0758678
SAMPLE 1562,-0.4961625,-0.10060398,0.628674,-0.28892615,-1.0959805,0.37762296,0.09775332,-0.10142044,0.9647181,-0.004079527
SAMPLE 1563,-0.46932763,-0.07610991,0.5810974,-0.5308198,-0.95637876,0.48015198,0.102995604,-0.17857768,0.96975666,-0.10919584
SAMPLE 1564,-0.4705383,-0.06874222,0.49957654,-0.24052583,-1.017524,0.47782108,0.08501796,-0.096683525,0.81667024,-0.10874857
SAMPLE 1565,-0.49688953,-0.04103498,0.6224555,-0.40324983,-1.1063465,0.44728184,0.117332235,-0.13676724,0.9959808,-0.065423794
SAMPLE 1566,-0.46731228,-0.039117955,0.6030945,-0.34787592,-1.0919763,0.40471092,0.094741896,-0.18198022,0.98277986,-0.022704821
SAMPLE 1567,-0.51655763,-0.07059802,0.50526565,-0.14178887,-0.9614965,0.58688414,0.15393691,-0.09956806,0.76320153,-0.04031138
SAMPLE 1568,-0.39137608,0.18799919,0.14805342,-0.18348083,-0.96074253,0.4533546,0.18281546,-0.1961383,0.74720937,-0.068377115
SAMPLE 1569,-0.37475425,0.0768094,0.20488271,-0.06068836,-0.73825043,0.6004651,0.102822654,-0.120333225,0.48294613,-0.21174404
SAMPLE 1570,-0.4441672,0.0478982,0.31095794,-0.11817187,-0.8038646,0.665629,0.044521842,-0.19324833,0.65178704,-0.078231245
SAMPLE 1571,-0.43119624,0.16969664,0.21121012,-0.14051752,-1.0307013,0.39425978,0.19944906,-0.20529327,0.8973742,-0.0053411806
SAMPLE 1572,-0.42475194,0.0031499234,0.3079243,-0.077696756,-0.7973901,0.6756621,0.114036374,-0.21130314,0.6738357,-0.15873148
SAMPLE 1573,-0.4596076,0.06730829,0.33300817,0.06317928,-1.0230869,0.69552785,0.07171489,-0.17984398,0.6001016,-0.12869145
SAMPLE 1574,-0.46566746,-0.008171712,0.49019653,-0.11888242,-0.97719926,0.4665713,0.14319532,-0.1428183,0.81181717,0.053880908
SAMPLE 1575,-0.4351818,0.1173071,0.47904396,-0.50715333,-1.0629671,0.41557077,0.19599803,-0.1847738,0.99332535,0.15757579
SAMPLE 1576,-0.46639785,0.098930016,0.36093304,-0.13206273,-0.9846456,0.63620305,0.091946885,-0.19436325,0.76484233,-0.048615824
SAMPLE 1577,-0.2831932,0.47793895,-0.024115792,-0.43384522,-0.7393847,0.31771037,0.34622177,-0.30136788,0.97938985,0.0028400405
SAMPLE 1578,-0.27676445,0.38694802,0.1962293,-0.1448028,-0.3922814,-0.26481768,0.11538998,-0.17847659,1.6042585,-0.19592986
SAMPLE 1579,-0.38311496,0.49050385,0.2874131,-0.31128544,-0.94647044,-0.966911,-0.22221588,-0.030290373,1.4863193,0.51082426
SAMPLE 1580,-0.32137954,0.59245664,0.07796619,0.098812655,-1.1490078,-0.03671827,0.51949257,-0.23465803,1.0572206,-0.031531367
SAMPLE 1581,-0.33625185,0.4353257,0.09195497,0.004938438,-0.9681858,0.11477533,0.3255654,-0.16662462,0.97537583,-0.029531946
SAMPLE 1582,-0.35681093,0.38356867,0.2145519,-0.59008616,-0.94706386,-0.7046902,-0.12841028,-0.044550832,1.4116533,0.30885038
SAMPLE 1583,-0.31383675,0.49855825,0.12657914,-0.5164266,-1.0521696,-0.1515078,0.53153497,-0.18234603,1.2539976,0.039851777
SAMPLE 1584,-0.34696805,0.26005214,0.044153385,-0.7388062,-0.7490052,0.09912383,0.2337512,-0.17257386,1.103751,-0.08445479
SAMPLE 1585,-0.33241117,0.21432987,-0.17446344,-0.67670137,-0.7562888,-0.33896917,-0.03584186,-0.1309105,1.1873369,0.07521837
SAMPLE 1586,-0.32310995,0.2440974,-0.30222565,-0.67711914,-0.73975915,-0.22057834,-0.11729453,-0.13529074,1.1133524,0.042920593
SAMPLE 1587,-0.3077689,0.36364937,0.0250564,-0.84713805,-0.5546488,0.12613438,0.41385022,-0.15260094,1.0666958,-0.04223734
SAMPLE 1588,-0.3337157,0.24811916,-0.056051437,-0.8239498,-0.72305846,-0.0042772014,0.2421124,-0.14162269,1.147206,-0.09357565
SAMPLE 1589,-0.29098114,0.28581735,-0.14571235,-0.78551805,-0.8852844,-0.08110715,0.25807932,-0.1520509,1.1482049,-0.057019807
SAMPLE 1590,-0.34562784,0.22111604,-0.11877392,-0.8129992,-0.7249409,0.012342743,0.21082135,-0.11283015,1.173546,-0.12379875
SAMPLE 1591,-0.3268498,0.28512925,-0.18818511,-0.8387191,-0.88902915,-0.061955053,0.24797001,-0.14713478,1.1190242,-0.04479071
SAMPLE 1592,-0.34289798,0.26499334,-0.037225798,-0.6829317,-0.7334797,-0.39657095,-0.03488612,-0.11832615,1.3049694,0.084372364
SAMPLE 1593,-0.34513465,0.25534156,-0.04097557,-0.69390315,-0.7407043,-0.40366316,-0.0180266,-0.10094727,1.3282635,0.0919208
SAMPLE 1594,-0.33253583,0.24093391,-0.09159775,-0.703318,-0.70198065,-0.3658861,-0.042601537,-0.11690058,1.2877077,0.06730028
SAMPLE 1595,-0.33072057,0.1935,-0.35513565,-0.2365908,-0.74216396,-0.1575942,0.1809618,-0.11336898,1.3169949,-0.07931244
SAMPLE 1596,-0.28572473,0.33546454,-0.19998789,-0.67135936,-0.8594353,-0.072308585,0.2657376,-0.19325644,1.0800097,-0.025644837
SAMPLE 1597,-0.32591766,0.2028111,-0.25207236,-0.93164325,-0.52687883,-0.19747455,0.2515761,-0.07619644,1.197178,-0.10863451
SAMPLE 1598,-0.28949177,0.42666364,0.3959748,-0.71617943,-0.53850293,0.24641377,0.33736494,-0.2272738,1.0995852,0.164845
SAMPLE 1599,-0.39408603,0.17988674,0.3016711,-0.46934012,-0.8058785,0.47331432,0.17890704,-0.2394553,0.87187874,-0.07465633
SAMPLE 1600,-0.39985272,0.16803952,0.25318757,-0.48326036,-0.82075024,0.4924701,0.19632535,-0.24106655,0.86044616,-0.080799714
SAMPLE 1601,-0.37963137,0.20446758,0.25257114,-0.51316255,-0.8296831,0.4066113,0.21029663,-0.23590086,0.92430407,-0.06486229
SAMPLE 1602,-0.30666924,0.27855203,-0.12352007,0.052423384,-0.8694401,0.26983622,0.24050176,-0.2069181,0.30916733,0.010594279
SAMPLE 1603,-0.21060354,0.41441154,0.37241772,-0.68021405,-0.26307288,0.62844115,0.23783384,-0.34110263,0.7800439,0.19205242
SAMPLE 1604,-0.37571657,0.049870368,-0.27282608,-0.08901169,-0.7002246,0.009745582,-0.06905321,-0.1334313,1.2784326,0.18747382
SAMPLE 1605,-0.39799803,0.4172096,0.90202665,-0.38580143,-0.5150924,0.63970387,0.43054318,-0.20416635,0.90538794,0.29178268
SAMPLE 1606,-0.29227662,0.4361882,0.8339784,-0.45110923,-0.35964856,0.49834323,0.2593431,-0.26788098,0.7574975,0.12867911
SAMPLE 1607,-0.30637705,0.322333,0.72354835,-0.44990963,-0.34189552,0.581536,0.19754721,-0.30219847,0.7045628,0.16090894
SAMPLE 1608,-0.36756065,0.24188636,-0.22962482,-0.25454473,-0.20122086,-0.12341815,0.4865973,-0.111384824,1.3898242,-0.13690858
SAMPLE 1609,-0.2625458,0.37816918,0.054369226,-0.5825945,-0.30603474,-0.47800824,0.49701878,-0.10873871,1.6142558,-0.09314037
SAMPLE 1610,-0.34413588,0.195714,-0.19827262,-0.93179023,-0.5475745,-0.10728408,0.20986512,-0.08282702,1.1161149,-0.118873574
SAMPLE 1611,-0.31819078,0.22748964,-0.27761042,-0.20037153,-0.025005465,-0.13235573,0.3098654,-0.12150131,1.3050177,-0.16752297
SAMPLE 1612,-0.34266874,0.42644638,-0.15768941,-0.60188067,-0.7508976,0.30387068,0.9595266,-0.14809527,1.1624736,-0.015429153
SAMPLE 1613,-0.26230413,0.46321553,-0.1894374,-0.7052871,-0.6809554,0.32563928,0.7100203,-0.23814794,0.96921974,-0.023745913
SAMPLE 1614,-0.29567537,0.4194269,-0.17435013,-0.67546976,-0.78844494,0.26703635,0.9237049,-0.14034677,1.1386721,-0.0535038
SAMPLE 1615,-0.31542385,0.40564075,-0.14897558,-0.6697427,-0.7801924,0.2932288,0.8748847,-0.1539112,1.088535,-0.060780384
SAMPLE 1616,-0.34873635,0.3825897,-0.13585575,-0.70544416,-0.7680656,0.34547195,0.88082695,-0.14970604,1.1562268,-0.032256495
SAMPLE 1617,-0.32468262,0.37971154,-0.17749272,-0.62382877,-0.76893157,0.38142833,0.94280005,-0.19511454,1.1539792,-0.061215404
SAMPLE 1618,-0.2944304,0.4124885,-0.17291453,-0.65774375,-0.7343596,0.36831373,0.84863484,-0.18290345,1.0652072,-0.05345731
SAMPLE 1619,-0.35625535,0.21204492,-0.35106865,-0.74243385,-0.72405475,-0.18635297,0.21997797,-0.110404596,1.1463585,0.014937043
SAMPLE 1620,-0.34069458,0.28320694,-0.30016583,-0.8348541,-0.8576485,-0.057533693,0.2541129,-0.12475049,1.0256606,0.010528311
SAMPLE 1621,-0.34890094,0.21805504,-0.3185748,-0.8107971,-0.60843277,-0.06907613,0.17915885,-0.12870806,0.99664104,-0.040377084
SAMPLE 1622,-0.3353735,0.24610177,-0.33400232,-0.82959306,-0.67928207,-0.0019746816,0.24744925,-0.1571202,1.0177157,0.0088226255
SAMPLE 1623,-0.30423695,0.21505044,-0.19804922,-0.6841691,-0.8275794,-0.32521412,0.05011212,-0.13723804,1.2604624,0.0019761522
SAMPLE 1624,-0.28490737,0.28011742,-0.20378125,-0.7661059,-0.76921886,-0.34696954,0.09469142,-0.15659122,1.2607411,-0.0057411566
SAMPLE 1625,-0.36374283,0.078817226,0.22756395,-0.10505784,-0.84288013,0.6919206,0.050014004,-0.24324456,0.5791298,-0.15488067
SAMPLE 1626,-0.39709988,0.54876673,0.1148676,-0.19386278,-0.97483486,-0.66992086,-0.26636693,-0.039994244,1.4758742,0.38500315
SAMPLE 1627,0.06520337,0.3533077,-0.29519147,0.28811938,-0.46507734,-0.1737389,-0.026832111,-0.41241094,0.94248116,-0.10932698
SAMPLE 1628,-0.29794556,0.21103342,-0.30927232,0.36099908,-0.6070037,-0.048619352,-0.09238031,-0.25804624,1.1014007,0.305557
SAMPLE 1629,-0.32122186,0.15339167,-0.24417217,-0.716281,-0.66551054,-0.20260386,-0.24402885,-0.14464203,1.1907536,0.045922577
SAMPLE 1630,0.004484879,0.68481576,0.54286194,-0.5329227,-1.141361,-0.25263873,0.42503512,-0.51918924,1.158004,-0.14202815
SAMPLE 1631,-0.30673084,0.42464212,0.10196194,-0.7708335,-0.29828304,0.37531182,0.51082915,-0.18069705,1.0941633,-0.20471422
SAMPLE 1632,-0.26386902,0.4008711,-0.23142406,-0.6786516,-1.0984409,-0.12350838,0.24749203,-0.20360126,0.9868714,-0.024621941
SAMPLE 1633,-0.22351183,0.34183595,-0.087164894,-0.34719524,-0.5832714,-0.31130818,0.07540756,-0.22698973,1.3090662,-0.05935898
SAMPLE 1634,-0.07510821,0.6168707,-0.10416955,0.07081702,-0.33310744,-0.12855208,0.18216491,-0.43656522,1.303657,0.0680303
SAMPLE 1635,0.10014769,0.4636873,-0.34273508,0.5139696,-0.43065873,-0.06426327,-0.016230777,-0.42315438,0.8390029,-0.19485776
SAMPLE 1636,0.12180486,0.44920802,-0.45144603,0.32035726,-0.46841073,-0.28029543,0.028506188,-0.48391715,1.1504776,-0.20692755
SAMPLE 1637,-0.3153197,0.27612662,-0.14219306,-0.08864875,-0.4150496,-0.30558068,0.2881623,-0.12037718,1.3985347,-0.17413428
SAMPLE 1638,0.06528553,0.43485305,-0.5281557,0.42940193,-0.45391437,-0.20906036,0.018683668,-0.4751973,1.0599916,-0.15194102
SAMPLE 1639,-0.30163202,0.40423977,-0.19469702,-0.24687213,-0.85236365,-0.11430532,0.43241668,-0.1868857,1.2701032,-0.044755004
SAMPLE 1640,-0.12982038,0.35167354,-0.33441383,-0.0812539,-0.4967608,-0.22571659,0.07253704,-0.31441942,1.1972666,-0.049792502
SAMPLE 1641,-0.36935222,0.1587621,-0.19142167,-0.026496636,-0.90668017,0.048650984,0.028908141,-0.13989872,1.1924369,0.22315708
SAMPLE 1642,-0.38993973,0.23743442,-0.09041475,0.12042743,-0.7251075,-0.2182094,-0.11119679,-0.1473583,1.430127,0.3865228
SAMPLE 1643,-0.3050524,0.18192437,-0.2777467,0.1455786,-0.62884367,0.090475455,0.01594377,-0.20332266,1.108125,0.18723883
SAMPLE 1644,-0.35313576,0.170729,-0.31132397,0.037476096,-0.6164187,0.0035910555,-0.025161326,-0.1871507,1.2201574,0.29124492
