sample,0,1,2,3,4,5,6,7,8,9
SAMPLE 866,-0.19818383,0.53142095,0.35920846,0.16077225,-1.0045298,0.18197784,0.56265825,-0.40630955,0.80139625,-0.093495116
SAMPLE 867,-0.22295332,0.0030609912,0.1599715,0.00494188,-0.092682205,0.049233478,-0.54863435,-0.43086445,1.1778649,0.45339876
SAMPLE 868,-0.34821227,0.37490606,-0.2845374,-0.43697307,-0.7316037,0.3303956,0.44768313,-0.20792854,0.964485,-0.028124934
SAMPLE 869,-0.2811726,0.24197713,-0.26668444,-0.7684294,-0.7453785,-0.1819059,0.08212187,-0.12799962,1.1060355,-0.0877941
SAMPLE 870,-0.4357311,0.33353978,0.4647194,-0.2265201,-0.72061664,0.8294757,0.15968306,-0.24629803,0.7048837,0.65280443
SAMPLE 871,-0.17123589,0.22660214,-0.493245,0.07653695,-1.0031431,-0.6341527,0.3811734,-0.15891849,0.9746941,-0.15459904
SAMPLE 872,-0.40631816,0.4643921,0.19669454,-0.3774753,-0.9436113,-0.8721005,-0.20029299,-0.012246082,1.4629843,0.42529184
SAMPLE 873,-0.42282462,0.6131433,0.3242794,-0.24192443,-1.0764755,-0.9033305,-0.2255516,-0.0070987465,1.5501478,0.48042953
SAMPLE 874,-0.3521318,0.26568967,-0.21191204,-0.9390617,-0.703897,-0.054589506,0.19836463,-0.14098175,1.0997833,-0.101121664
SAMPLE 875,-0.3474867,0.523105,0.06109524,-0.3307072,-0.99603754,-0.69892365,-0.096971296,-0.07442554,1.3789815,0.4009422
SAMPLE 876,-0.28617883,0.2793671,-0.4429633,-0.022335416,-0.94675094,-0.2085037,0.42988035,-0.14791937,0.9578629,-0.08268668
SAMPLE 877,-0.42360643,0.56511253,0.2742617,-0.1911393,-1.0043366,-0.89266706,-0.27151504,-0.0133171575,1.4985954,0.49681774
SAMPLE 878,-0.27716446,0.42886302,0.38869134,-0.79346883,-0.40385765,0.38123885,0.2674402,-0.2556396,0.98653716,0.16193154
SAMPLE 879,-0.34428844,0.22891496,-0.08094198,-0.9246241,-0.56162846,-0.08820086,0.17504379,-0.07998016,1.1845232,-0.08726454
SAMPLE 880,-0.36028445,0.07634816,0.11094003,-0.75267196,-0.66342264,0.16970517,-0.10352964,-0.09391778,0.8839461,-0.1558957
SAMPLE 881,-0.41243845,0.5388216,0.3000762,-0.17405188,-1.0785334,-1.0506804,-0.1931485,-0.0028123362,1.5339066,0.55381864
SAMPLE 882,-0.3971465,0.53096044,0.013439107,0.4413115,-0.9329744,-0.6596712,-0.10881746,-0.07492968,1.2574503,0.54711837
SAMPLE 883,-0.3820729,0.5337158,0.21432994,-0.032185715,-1.0702878,-0.83599246,-0.32395977,-0.056521043,1.4064924,0.42611092
SAMPLE 884,-0.37610072,0.23806007,-0.13066415,-1.039685,-0.46155235,-0.0059666014,0.14090845,-0.09535663,1.0768044,-0.10836931
SAMPLE 885,-0.23373471,0.25488913,-0.49296054,-0.25624412,-1.000684,-0.5316417,0.4999262,-0.18124838,1.017645,-0.08403216
SAMPLE 886,-0.36895594,0.14202546,0.116477266,-0.86276346,-0.6794355,0.10086048,-0.052832857,-0.10950128,1.0041815,-0.16567957
SAMPLE 887,0.031000208,0.3609693,-0.39694217,0.34947065,-0.6545475,-0.27663335,0.20991226,-0.41502538,1.0064688,-0.22464293
SAMPLE 888,-0.3748742,0.6034916,0.33399585,-0.19141977,-1.1079007,-0.85947376,-0.14210585,-0.035269678,1.4644554,0.4336931
SAMPLE 889,-0.34230062,0.36652192,0.71469104,-0.67787164,-0.599759,0.30442715,0.42044678,-0.25642008,1.100102,0.27372685
SAMPLE 890,-0.33902806,0.27243915,-0.23610298,-0.71474475,-0.97603935,-0.17904311,0.1257557,-0.08450565,1.0549605,-0.029710237
SAMPLE 891,-0.2920518,0.44227576,0.46551433,-0.66597,-0.308111,0.56253564,0.29960516,-0.2914259,0.87038726,0.25697455
SAMPLE 892,-0.26070005,0.45855433,0.2830882,-0.7176049,-0.455787,0.28391927,0.35136688,-0.25213113,1.0312328,0.151986
SAMPLE 893,-0.34689432,0.28622508,0.70210475,-0.6163205,-0.5018866,0.47567907,0.28774467,-0.22003067,1.0177146,0.28083074
SAMPLE 894,-0.37903666,0.2414466,-0.2068109,-0.9607114,-0.3864559,-0.027309481,0.17942542,-0.07981544,1.1560926,-0.10978223
SAMPLE 895,0.038577836,0.39761636,-0.31048524,0.49593288,-0.4435096,-0.07346007,0.08365329,-0.4040028,0.8767873,-0.11028232
SAMPLE 896,-0.32340658,0.1663258,-0.32713977,0.0201732,-0.69154066,0.11241728,-0.026849227,-0.20662507,1.1107799,0.22281416
SAMPLE 897,-0.3105198,0.49449137,-0.14995387,0.23394988,-0.74965954,-0.5235026,-0.12978315,-0.15529703,1.1683397,0.33998013
SAMPLE 898,-0.3056507,0.31786546,0.07047744,-0.12433061,-0.6221741,-0.16186523,0.25776616,-0.19579296,1.3518559,-0.11784688
SAMPLE 899,-0.3624023,0.2548748,0.07228367,0.08648079,-0.56720227,-0.17737854,0.446263,-0.07943076,1.428356,-0.10601944
SAMPLE 900,-0.3216282,0.22518556,-0.06635852,-0.6476573,-0.7838801,-0.2515987,-0.0957696,-0.17912778,1.3018861,0.10265207
SAMPLE 901,-0.3547688,0.25966632,-0.11975862,-0.13361883,-0.43800607,-0.35719562,0.31940052,-0.07350035,1.427952,-0.14433381
SAMPLE 902,-0.31981325,0.17408252,-0.06944155,-0.71783525,-0.7589735,-0.3527205,-0.14496556,-0.15406743,1.2655087,0.110054046
SAMPLE 903,-0.34211302,0.17396313,-0.17081521,-0.75604045,-0.75612664,-0.30049297,-0.16170299,-0.14366083,1.2832465,0.1159183
SAMPLE 904,-0.3397816,0.14986803,-0.21774402,-0.70478904,-0.61766917,-0.22045334,-0.13663094,-0.14276734,1.1546324,0.046141826
SAMPLE 905,-0.33520994,0.17695516,-0.2833509,-0.6289247,-0.68415225,-0.24855009,-0.0807495,-0.1449079,1.1746664,0.07525349
SAMPLE 906,-0.42900205,0.48668557,0.26616883,-0.22619845,-0.98458755,-0.8094551,-0.2615593,-0.012751873,1.4756379,0.37821203
SAMPLE 907,-0.32741573,0.14626734,-0.20792456,-0.7270316,-0.7055146,-0.2794277,-0.1559396,-0.15086663,1.2408655,0.091653444
SAMPLE 908,-0.4272639,0.124653526,-0.17453991,-0.03302478,-0.7768242,-0.084961765,-0.0339649,-0.09815236,1.3980316,0.3336483
SAMPLE 909,-0.3743337,0.12587011,-0.26480475,0.10816469,-0.6265728,0.034499884,-0.073289044,-0.1802569,1.2084892,0.3570201
SAMPLE 910,-0.47796145,0.05567464,-0.07820225,0.26697078,-0.7285627,0.04232554,-0.11943628,-0.14239606,1.2742186,0.4469086
SAMPLE 911,-0.23200583,-0.021331102,0.12439749,0.18925692,-0.11731858,0.2865284,-0.59294575,-0.34990767,0.8856429,0.460634
SAMPLE 912,-0.2874973,-0.07734092,0.15842694,0.08252351,-0.13468483,0.16299541,-0.629285,-0.30921596,0.9759094,0.5296955
SAMPLE 913,-0.4596547,0.53308487,0.19882187,-0.64203715,-0.7336799,0.5858815,0.6606215,-0.23243546,0.8532787,-0.033879973
SAMPLE 914,-0.47174454,0.52418816,0.18892778,-0.70085514,-0.72457385,0.60730153,0.61707896,-0.2406336,0.84084064,-0.025127403
SAMPLE 915,-0.28197315,0.30548146,-0.268285,-0.7263083,-0.41711345,-0.2876884,0.050913967,-0.15576024,1.0695486,-0.051497426
SAMPLE 916,-0.29197472,0.22499724,-0.30172667,-0.70572925,-0.31432146,-0.35020712,0.0100331595,-0.122985445,1.0759844,-0.023693504
SAMPLE 917,-0.2922545,0.25777435,-0.32492223,-0.7822949,-0.35682073,-0.31218114,0.020615209,-0.16080177,1.122089,-0.05813708
SAMPLE 918,-0.2848378,0.33781552,-0.29292795,-0.7463925,-0.6029636,-0.2824519,0.10364071,-0.12004835,1.0387186,-0.008105509
SAMPLE 919,-0.2571976,0.27009487,-0.31508318,-0.73301005,-0.3480875,-0.30804497,0.03934394,-0.19727342,0.9985366,-0.023529168
SAMPLE 920,-0.2563945,0.245134,-0.2994494,-0.78173,-0.36615902,-0.33349127,0.0051209256,-0.1619063,1.0963583,0.009877016
SAMPLE 921,-0.2935768,0.2651875,-0.33525804,-0.7354031,-0.31335637,-0.32891715,0.034242656,-0.15387377,0.9929767,-0.004542197
SAMPLE 922,-0.30997562,0.21734664,-0.27598956,-0.7307407,-0.3574865,-0.307641,-0.022347745,-0.12951317,1.0878711,-0.038671445
SAMPLE 923,-0.3278918,0.26768002,-0.22144856,-0.8857424,-0.6265171,-0.07323488,0.22045389,-0.13570672,0.9299763,-0.06597645
SAMPLE 924,-0.36128685,0.18996206,-0.07594518,-0.71124285,-0.73219496,-0.35050172,-0.11812435,-0.112217896,1.2750583,0.13679144
SAMPLE 925,-0.2864628,0.50224394,-0.069127075,-0.3354645,-1.0701654,-0.040107995,0.3918705,-0.23021264,1.0066279,-0.03245936
SAMPLE 926,-0.32315883,0.3912299,-0.0022485773,-0.82398236,-0.3866384,0.18651448,0.43505198,-0.17129278,1.1305846,-0.11337133
SAMPLE 927,-0.24059995,0.32753307,-0.08029934,0.021807242,-0.5101283,0.012828441,0.39007685,-0.17929494,1.1604824,-0.16325529
SAMPLE 928,-0.30142984,0.25493157,-0.2845962,-0.11567727,-0.101936236,-0.14492372,0.30506536,-0.19114174,1.3756894,-0.122313775
SAMPLE 929,-0.302836,0.2973578,-0.26067632,-0.26559657,-0.11360069,-0.17119798,0.392517,-0.1551893,1.3267883,-0.11243751
SAMPLE 930,-0.27138752,0.3626787,-0.24407414,-0.27840924,-0.075414635,-0.14418516,0.39121255,-0.22705,1.3128086,-0.10391091
SAMPLE 931,-0.5684006,0.4843813,0.24931991,-0.7618331,-0.6915495,0.74095696,0.7449325,-0.17841437,0.7595196,-0.073843256
SAMPLE 932,-0.48494726,0.5350026,0.22763763,-0.70774686,-0.7409874,0.6198932,0.63913935,-0.19498119,0.8165838,-0.020295536
SAMPLE 933,-0.46747753,0.5405776,0.2519855,-0.7251235,-0.7269313,0.60561603,0.72503746,-0.19929107,0.8105926,-0.03925572
SAMPLE 934,-0.43066102,0.47563308,0.1719426,-0.53448397,-0.82018465,0.42212433,0.5391556,-0.20882307,0.7743629,-0.071540125
SAMPLE 935,-0.41651738,0.43314916,0.06378221,-0.6948052,-0.8540933,0.3543592,0.48745486,-0.19292033,0.77854556,-0.06211955
SAMPLE 936,-0.5182891,0.5249819,0.23100287,-0.7311268,-0.64756596,0.71975726,0.684547,-0.15776643,0.76264614,-0.034924686
SAMPLE 937,-0.46555257,0.5356239,0.21601398,-0.7004558,-0.727477,0.5806498,0.63438165,-0.199344,0.838011,-0.033205118
SAMPLE 938,-0.24081066,0.2899762,0.0020576594,-0.17842698,-0.2889188,-0.22185406,0.042053856,-0.22812709,1.2767091,-0.17010982
SAMPLE 939,-0.32676145,0.35944697,0.0071288426,-0.42627102,-0.51986927,-0.26688293,0.29944244,-0.14971589,1.3528553,-0.11233368
SAMPLE 940,-0.2352788,0.32066062,-0.05325733,-0.28609395,-0.3261678,-0.18510519,0.0048171156,-0.23913978,1.3102514,-0.16327536
SAMPLE 941,-0.25827354,0.3103247,-0.01800014,-0.34388644,-0.49192002,-0.21179959,0.21869682,-0.19696309,1.3312465,-0.14684024
SAMPLE 942,-0.2129639,0.41613525,-0.017753316,-0.086239405,-0.39274862,-0.1905535,0.17346375,-0.26122874,1.3560312,-0.16571453
SAMPLE 943,-0.24906023,0.35018393,0.104383454,-0.13214599,-0.36116314,-0.33066735,0.1314191,-0.21261011,1.4945276,-0.17091672
SAMPLE 944,-0.2229717,0.36506125,-0.020523187,-0.029902522,-0.29246286,-0.19094191,0.076765634,-0.23230705,1.321008,-0.22903126
SAMPLE 945,-0.29019025,0.31216908,-0.16651095,-0.13902566,-0.6822897,-0.26135585,0.46361476,-0.15930222,1.378209,-0.11625621
SAMPLE 946,-0.27862433,0.32976827,-0.07353801,-0.46362224,-0.5499868,-0.21767764,0.15910408,-0.19247513,1.281491,-0.09609247
SAMPLE 947,-0.3142247,0.31303594,0.16690437,-0.2566677,-0.5404748,-0.525736,0.37588525,-0.15188138,1.5582093,-0.01573774
SAMPLE 948,-0.21481776,0.35035437,0.05178118,-0.4149707,-0.3992851,-0.2881279,0.1663469,-0.2449083,1.4652251,-0.08389802
SAMPLE 949,-0.2792036,0.3272172,0.08007763,-0.28787538,-0.38680342,-0.2695296,0.24419127,-0.19692993,1.5010754,-0.101815104
SAMPLE 950,-0.27208993,0.3834256,0.15733944,-0.079763666,-0.4131539,-0.3644401,0.5176845,-0.20588554,1.5245726,-0.12702398
SAMPLE 951,-0.2687642,0.38742736,0.14046642,-0.11906134,-0.27313274,-0.18372725,0.120896436,-0.22587211,1.4204676,-0.114374556
SAMPLE 952,-0.28925657,0.34184498,0.19846731,-0.15284245,-0.3671533,-0.29056737,0.06485289,-0.18046503,1.5399132,-0.14758104
SAMPLE 953,-0.31812298,0.2888812,-0.26004082,-0.39115375,-0.13947538,-0.11898697,0.31602776,-0.18080594,1.2587981,-0.106608234
SAMPLE 954,-0.33598098,0.22688763,-0.13101669,-0.5443608,-0.38752022,-0.22343712,0.20702316,-0.095777705,1.2686882,-0.14511976
SAMPLE 955,-0.2739501,0.3067224,-0.004693327,-0.2243008,-0.41492864,-0.32534128,0.26350072,-0.17142995,1.4487437,-0.14073478
SAMPLE 956,-0.2545661,0.36625013,-0.012471555,-0.1789383,-0.30794352,-0.24671192,0.26786295,-0.23575813,1.4291778,-0.1687541
SAMPLE 957,-0.25886124,0.35356894,0.09497426,-0.14668947,-0.4487796,-0.55888116,0.42121333,-0.21292573,1.5394328,-0.046728022
SAMPLE 958,-0.23288086,0.32288483,0.20527418,-0.2371837,-0.3202853,-0.33937705,0.33811542,-0.23169103,1.5012873,-0.13480069
SAMPLE 959,-0.3044443,0.3156855,0.04907988,-0.23801333,-0.54158074,-0.17748646,0.33490992,-0.16220954,1.3256525,-0.14104845
SAMPLE 960,-0.26363656,0.3463911,0.010631871,-0.24777807,-0.43788958,-0.16920426,0.21292332,-0.22304207,1.3160785,-0.16650015
SAMPLE 961,-0.30734015,0.20580369,-0.20624723,-0.6931908,-0.774127,-0.36001724,0.0068085934,-0.11746739,1.2185295,0.024966143
SAMPLE 962,-0.30320314,0.26617602,-0.2491421,-0.6979525,-0.760308,-0.2780278,0.08058605,-0.114131406,1.1909771,-0.025143309
SAMPLE 963,-0.23658505,0.33080015,-0.23690692,-0.19729747,-0.07210561,-0.14058056,0.3208353,-0.22083257,1.368765,-0.109095626
SAMPLE 964,-0.29592478,0.29900643,-0.2523194,-0.28848094,-0.16433191,-0.1372333,0.4134533,-0.14898168,1.3596165,-0.15132909
SAMPLE 965,-0.33641183,0.2456793,-0.26609388,-0.10344502,-0.1173347,-0.11150794,0.3477514,-0.14169182,1.3598995,-0.076626085
SAMPLE 966,-0.32585216,0.2765543,-0.14151973,-0.24940173,-0.1655034,-0.24342947,0.39635542,-0.1687284,1.4768617,-0.1263675
SAMPLE 967,-0.26437268,0.34957275,-0.1486244,-0.34390253,-0.25854656,-0.17461985,0.3783924,-0.20477878,1.322036,-0.08319093
SAMPLE 968,-0.2761575,0.34599286,-0.28062603,-0.1398257,-0.060878783,-0.108664945,0.42620578,-0.18075626,1.3194546,-0.12560888
SAMPLE 969,-0.29164833,0.324483,-0.14419508,-0.14126746,-0.06217929,-0.19953093,0.45363346,-0.16793095,1.5031719,-0.11647543
SAMPLE 970,-0.34281132,0.3249181,-0.21824367,-0.13024229,-0.04366139,-0.18981616,0.44778204,-0.15458758,1.457425,-0.16402778
SAMPLE 971,-0.31208378,0.43115,-0.05432377,-0.5557938,-0.8422855,0.21184918,0.9774619,-0.15508811,1.1924059,0.011988562
SAMPLE 972,-0.24650668,0.2956736,-0.27765688,-0.39501306,-0.18482943,-0.18335278,0.2782921,-0.19135536,1.3181707,-0.096229956
SAMPLE 973,-0.37178513,0.03987908,-0.25693238,0.34932703,-0.6061809,0.013916497,-0.14540347,-0.10744288,1.0671395,0.3765848
SAMPLE 974,-0.32148317,0.5201708,0.12477996,0.06772219,-0.96939445,-0.61222297,-0.12198704,-0.10993228,1.2460678,0.31597292
SAMPLE 975,-0.34121898,0.22935675,-0.1499657,-1.0451659,-0.53043246,-0.0017587875,0.20212807,-0.09826977,1.0625838,-0.14145076
SAMPLE 976,0.09567523,0.9334933,0.2044673,0.013096915,-0.07261067,-0.42963576,0.26504365,-0.476143,1.4358088,0.71348524
SAMPLE 977,0.060073107,0.94327486,0.3235295,0.3791899,-0.15547319,-0.35271084,0.17696057,-0.5033167,1.3656092,0.8859755
SAMPLE 978,0.16357628,1.0477064,0.3520321,0.28291765,-0.16150028,-0.28492382,0.26124206,-0.52010846,1.320468,0.9175937
SAMPLE 979,0.16651998,0.87397337,-0.027391216,0.0014036571,0.10684253,-0.31088218,0.19331773,-0.505303,1.2113849,0.7764717
SAMPLE 980,-0.3380511,0.23348008,-0.060113132,-0.22875442,-0.4428288,-0.23068793,0.33948827,-0.07535731,1.3726195,-0.15119201
SAMPLE 981,-0.3253063,0.40129015,-0.049721997,-0.6569376,-0.9577916,0.14360242,0.8671003,-0.15075667,1.1445776,0.015620426
SAMPLE 982,-0.3233626,0.34908321,-0.15418763,-0.6599366,-0.8245325,0.29977885,0.84535867,-0.15332192,1.0184698,-0.05786552
SAMPLE 983,0.19828466,0.97442836,0.14308178,0.15606321,0.00055793073,-0.31803587,0.26300612,-0.4897749,1.4016324,0.9162245
SAMPLE 984,0.071463205,0.96702176,0.12604745,0.089742415,-0.0049060523,-0.41215616,0.30426177,-0.4152487,1.4136686,0.79367733
SAMPLE 985,0.3335363,0.9618004,0.023491023,-0.08408187,-0.080001645,-0.111397944,0.04716728,-0.6096273,1.2303863,0.6285337
SAMPLE 986,-0.36715707,0.32378486,0.28055227,-0.23351422,-0.61434996,0.6406041,0.17373301,-0.2523604,0.6720009,0.35679713
SAMPLE 987,-0.51246524,0.28091162,0.55570155,-0.11721919,-0.9225437,0.5536507,0.36657187,-0.18983814,1.0395631,0.65541345
SAMPLE 988,-0.37410653,0.52862704,0.13969618,0.101997264,-1.1189483,-0.8850163,-0.22297898,-0.04705521,1.4371059,0.44280455
SAMPLE 989,-0.3365401,0.2643457,-0.18106854,-0.638583,-0.8219982,-0.3017208,-0.03794205,-0.14814773,1.2634869,0.047978587
SAMPLE 990,-0.28699392,0.3376757,-0.21018936,-0.12302116,0.038207356,-0.13925213,0.38911435,-0.20158689,1.310028,-0.13657518
SAMPLE 991,0.048483957,0.6261342,-0.34383747,-0.4094724,0.031065883,-0.32177693,0.06940417,-0.4448578,0.9126617,0.4419052
SAMPLE 992,0.2722534,0.9359115,0.30497846,-0.496611,0.31303298,0.0760355,0.1284124,-0.64194506,1.0607283,0.63410586
SAMPLE 993,-0.36292982,0.4554564,-0.003245172,-0.6534997,-0.97689503,0.13332063,0.48714748,-0.19746713,0.89073294,-0.039645456
SAMPLE 994,-0.3711183,0.16319966,-0.08333126,-0.9835824,-0.48595437,-0.14111191,0.1790677,-0.039839882,1.2571809,-0.110835336
SAMPLE 995,-0.37483066,0.4483156,0.1208501,-0.56261647,-0.9793673,0.20839493,0.4673583,-0.20385127,0.9533422,-0.019286796
SAMPLE 996,-0.3530505,0.4448545,-0.031011986,-0.4776535,-1.0231544,0.14827156,0.39486557,-0.2174353,0.79341286,-0.03398199
SAMPLE 997,-0.3044302,0.24846789,-0.079364404,-0.9945619,-0.4755906,-0.13191277,0.22833896,-0.11495269,1.2381424,-0.044307563
SAMPLE 998,-0.3324203,0.2896726,-0.21693464,-0.813,-0.7472356,-0.07983994,0.27324116,-0.14016987,1.09341,-0.07889792
SAMPLE 999,-0.26909843,0.3089224,-0.26985183,-0.8444875,-0.89881206,-0.11411487,0.23707624,-0.16976433,0.94237065,0.0015126858
SAMPLE 1000,-0.19850886,0.3507309,0.020900458,-0.18075146,-0.28119823,-0.23037365,0.11255928,-0.26008052,1.3999456,-0.19934055
SAMPLE 1001,-0.28078195,0.34350988,-0.11803977,-0.64588684,-0.18945527,-0.35074094,0.3541521,-0.14799497,1.4785721,-0.11058991
SAMPLE 1002,-0.28475177,0.25551367,-0.28235978,-0.25694242,-0.09405854,-0.1792214,0.3131766,-0.1758536,1.385426,-0.11477301
SAMPLE 1003,-0.20421998,0.33332905,0.011300996,-0.36819705,-0.31938857,-0.20639147,0.058220576,-0.23844951,1.3760808,-0.22456613
SAMPLE 1004,-0.27060068,0.34153712,-0.21330877,-0.26573637,-0.06459125,-0.1814412,0.3044889,-0.188301,1.4174466,-0.12227883
SAMPLE 1005,-0.2723081,0.32945174,-0.25119507,-0.63658583,-0.37278783,-0.1461679,0.06574046,-0.14482419,1.1421306,-0.18016846
SAMPLE 1006,-0.32559493,0.29343,-0.22904617,-0.2631627,-0.15984417,-0.16118965,0.5120383,-0.16480833,1.3957441,-0.119312145
SAMPLE 1007,-0.2889647,0.24007602,-0.27350384,-0.21185349,-0.04558637,-0.17080134,0.32190678,-0.1809932,1.3334578,-0.13852477
SAMPLE 1008,-0.3008081,0.28022537,-0.24334298,-0.8464432,-0.2218043,-0.24059555,0.25399122,-0.15639497,1.2051785,-0.08350915
SAMPLE 1009,-0.2737354,0.33655205,-0.22359616,-0.20221622,-0.2415285,-0.084048264,0.47157183,-0.17807522,1.3607632,-0.15383685
SAMPLE 1010,-0.28098053,0.23455416,-0.23930728,-0.50278026,-0.25001454,-0.09147673,0.08333284,-0.16701195,1.1611814,-0.21106322
SAMPLE 1011,-0.32906643,0.26092502,-0.2615169,-0.23995686,-0.1568682,-0.12496232,0.36879677,-0.13948485,1.3848422,-0.1264112
SAMPLE 1012,-0.31164458,0.31863904,-0.2462109,-0.056262482,0.052331578,-0.10202863,0.4714983,-0.16160329,1.3248369,-0.19186229
SAMPLE 1013,-0.30030954,0.29064402,-0.16930008,-0.26730865,-0.13639434,-0.102646254,0.4183525,-0.16572972,1.3905624,-0.14690393
SAMPLE 1014,-0.30223888,0.2961514,-0.13798904,-0.7773776,-0.2802716,-0.23075362,0.25379217,-0.13868973,1.3515626,-0.122647844
SAMPLE 1015,-0.30680904,0.33910683,0.14744695,-0.28128755,-0.50659716,-0.30009544,0.2959716,-0.14978193,1.490354,-0.07646572
SAMPLE 1016,-0.21416786,0.4020737,0.09092751,-0.07539558,-0.27120638,-0.31757748,0.1377375,-0.21740513,1.5193318,-0.21767737
SAMPLE 1017,-0.2679866,0.3514874,-0.25094372,-0.057523903,0.13690217,-0.110967025,0.37256876,-0.21971186,1.2388424,-0.10710331
SAMPLE 1018,-0.28387555,0.3353972,-0.24714854,-0.16662398,0.008668663,-0.10749808,0.3676113,-0.20232624,1.3391069,-0.11017131
SAMPLE 1019,-0.2913145,0.24011028,-0.3039599,-0.2964269,-0.13173977,-0.15767533,0.32988858,-0.15001905,1.324966,-0.14305045
SAMPLE 1020,-0.31126878,0.29326743,-0.2410065,-0.3295052,-0.19626845,-0.22474049,0.42185703,-0.17500019,1.4246993,-0.09980532
SAMPLE 1021,-0.263139,0.30783564,-0.27919626,-0.33099523,-0.1263092,-0.10097156,0.31619203,-0.21212085,1.28082,-0.12807664
SAMPLE 1022,-0.2830505,0.3073759,-0.28523272,-0.33772448,-0.054869555,-0.17650163,0.3727459,-0.19728704,1.3138214,-0.1534661
SAMPLE 1023,-0.26407403,0.34151623,-0.22335418,-0.2930451,-0.18390417,-0.15003358,0.35520893,-0.19452602,1.2914257,-0.07421902
SAMPLE 1024,-0.24586943,0.37150156,-0.24265438,-0.108151674,0.0690541,-0.13935483,0.36841172,-0.2126761,1.2976304,-0.10982272
SAMPLE 1025,-0.3106914,0.2541306,-0.2508999,-0.3229388,-0.10248928,-0.13033435,0.39123255,-0.15026698,1.377345,-0.1383832
SAMPLE 1026,-0.2172001,0.37216273,-0.24538818,-0.34354946,-0.26317447,-0.12901048,0.3400216,-0.24739726,1.2365947,-0.09464598
SAMPLE 1027,-0.30753207,0.2760642,-0.27220908,-0.34300455,-0.1821025,-0.14554435,0.37755412,-0.18478996,1.3614103,-0.12651256
SAMPLE 1028,-0.30312863,0.23332973,-0.2955195,-0.33918703,-0.10016341,-0.15322852,0.33574533,-0.1681132,1.3572711,-0.11089508
SAMPLE 1029,-0.32129994,0.27880016,-0.2712798,-0.26043347,-0.2586568,-0.119677804,0.43270215,-0.14164646,1.3665289,-0.1276463
SAMPLE 1030,-0.33431956,0.26688504,-0.2527869,-0.30352536,-0.1577768,-0.09362512,0.4644448,-0.13441484,1.384919,-0.14312403
SAMPLE 1031,-0.3058739,0.26258075,-0.24355783,-0.21907555,-0.13420434,-0.09344668,0.3175655,-0.17612685,1.3749343,-0.13599052
SAMPLE 1032,-0.22422734,0.34018552,-0.23501876,-0.22376108,-0.014965574,-0.1674079,0.36205685,-0.26114866,1.2838401,-0.08974207
SAMPLE 1033,-0.30480543,0.29763222,-0.26144326,-0.3121686,-0.08049783,-0.16704385,0.3393832,-0.16818438,1.3974527,-0.1226118
SAMPLE 1034,-0.3412509,0.24325603,-0.2784713,-0.26478258,-0.14650887,-0.18353476,0.4610767,-0.14135128,1.4283289,-0.11008072
SAMPLE 1035,-0.30853358,0.28861645,-0.2728916,-0.26755625,-0.11175149,-0.17176977,0.45328993,-0.192802,1.3750451,-0.11628999
SAMPLE 1036,-0.26778543,0.32891884,-0.28310382,-0.3484577,-0.061849676,-0.10282009,0.37795448,-0.20557676,1.3125354,-0.09177859
SAMPLE 1037,-0.3275945,0.2754496,-0.2540292,-0.33003187,-0.24099837,-0.16426621,0.41401526,-0.14474995,1.3657403,-0.092893325
SAMPLE 1038,0.08290603,0.7560588,-0.097266786,-0.69223666,-0.3631967,-0.12721013,0.004495117,-0.4513777,0.9971316,0.3706443
SAMPLE 1039,0.15812068,0.8589789,0.16978103,0.10091297,-0.16508676,-0.104925215,0.026752366,-0.48908722,1.221582,0.5862703
SAMPLE 1040,-0.04722235,0.7020336,0.52718604,-0.4399964,-1.1206899,-0.25196373,0.5480139,-0.4709477,1.1100862,-0.121608265
SAMPLE 1041,-0.18160078,0.067443036,0.25148764,0.12483838,-0.069226384,-0.01650227,-0.576679,-0.38883388,1.1030213,0.47599787
